Date,Filename,model_type,beam_size,use_context,confidence_based,num_workers,confidence_limit,Max. chunk time,Min. chunk time,Avg. chunk time,Word Error Rate (WER),Word Information Loss (WIL),Total Transcription Time,Total GPU VRAM Usage,Total GPU Clock Speed,Peak GPU VRAM Usage,Peak GPU Clock Speed,Avg. GPU VRAM Usage,Avg. GPU Clock Speed,Total RAM Usage,Peak RAM Usage,Avg. RAM Usage,min_chunk_size,speech_threshold,avg_VADFilterTime,avg_chunkProcessTime,avg_chunkRoundTripTime,avg_frontendToBackendSendTime,avg_backendToFrontendSendTime,total_chunk_time,distance_wer,distance_wil,distance_combined
2024-12-11 20:49:38.488,24-0.6.pkl,distil-medium.en,3,False,True,1,0.6,0.3884959,0.2622156,0.3020402,7.1,9.1,3.624481916427612,43716.0,18480,3643.0,1575,3643.0,1540.0,41.53416442871094,3.515174865722656,3.4611803690592446,24,0.6,101.70000000298025,2601.845454545861,59.25,56.56939697265625,2.68060302734375,0.3020402,7.176435625184416,9.159761366019097,11.585335558368604
2024-12-11 13:50:06.781,16-0.6.pkl,distil-small.en,3,True,True,1,0.8,3.3792117,0.2150855,1.0781993,20.4,29.8,19.40758800506592,61542.0,26595,3419.0,1590,3419.0,1477.5,49.254425048828125,2.830615997314453,2.736356947157118,16,0.6,102.0,1778.80588235224,39.5,37.89605034722222,1.6039496527777777,1.0781993,20.45293411055051,29.83626172513106,36.12755181298617
