Date,Filename,model_type,beam_size,use_context,confidence_based,num_workers,confidence_limit,Max. chunk time,Min. chunk time,Avg. chunk time,Word Error Rate (WER),Word Information Loss (WIL),Total Transcription Time,Total GPU VRAM Usage,Total GPU Clock Speed,Peak GPU VRAM Usage,Peak GPU Clock Speed,Avg. GPU VRAM Usage,Avg. GPU Clock Speed,Total RAM Usage,Peak RAM Usage,Avg. RAM Usage
2024-12-12 16:29:37.924,32-0.8.pkl,distil-small.en,3,True,True,1,0.4,3083.0124219333334,149.8725414,1055.1210862666667,65.26666666666667,75.43333333333334,18992.17955271403,5598.0,28050.0,311.0,1590.0,311.0,1558.3333333333333,31.2949701944987,1.7902437845865886,1.7386094552499276
2024-12-12 16:30:35.233,32-0.8.pkl,distil-small.en,3,True,True,1,0.6,2522.201061266667,248.66453806666667,888.8300922333334,57.666666666666664,65.60000000000001,15998.941659927368,5608.666666666667,28270.0,321.6666666666667,1590.0,311.5925925925926,1570.5555555555557,35.55324172973633,2.0678990681966147,1.9751800960964625
2024-12-12 16:32:14.762,32-0.8.pkl,distil-small.en,3,True,True,1,0.8,2981.653134033333,380.6774616333333,1666.5921343999998,55.43333333333334,63.5,29998.658418655396,5598.0,28300.0,311.0,1590.0,311.0,1572.2222222222224,33.369398752848305,2.0026334126790366,1.8538554862693504
2024-12-12 16:33:34.503,32-0.8.pkl,distil-small.en,3,True,True,4,0.4,2925.8772532333332,453.78152530000006,1299.8658065666666,102.66666666666667,79.36666666666666,23397.584517796833,6744.0,28380.0,375.0,1590.0,374.6666666666667,1576.6666666666667,34.392093658447266,2.0032997131347656,1.910671869913737
2024-12-12 16:34:53.829,32-0.8.pkl,distil-small.en,3,True,True,4,0.6,3527.3648103,301.079909,1294.9803096333333,62.800000000000004,67.96666666666667,23309.645573298138,6558.0,28360.0,364.3333333333333,1590.0,364.3333333333333,1575.5555555555557,36.8599853515625,2.1435572306315103,2.0477769639756946
2024-12-12 16:35:40.304,32-0.8.pkl,distil-small.en,3,True,True,4,0.8,1653.7934939,306.78518613333335,681.9256323333334,70.76666666666667,73.8,12274.661382039389,6366.0,28330.0,353.6666666666667,1590.0,353.6666666666667,1573.8888888888887,38.685203552246094,2.2237675984700522,2.149177975124783
2024-12-12 16:35:56.438,32-0.8.pkl,distil-small.en,3,True,False,1,N/A,211.28527326666668,91.04339279999999,127.71443966666668,27.600000000000005,37.4,2298.8599141438804,5742.0,25795.0,319.0,1575.0,319.0,1433.0555555555557,45.06065241495768,2.548656463623047,2.50336957860876
2024-12-12 16:36:13.263,32-0.8.pkl,distil-small.en,3,True,False,4,N/A,230.69341976666666,102.11499533333334,138.66817949999998,27.600000000000005,37.4,2496.0272312164307,6158.0,24340.0,343.0,1500.0,342.1111111111111,1352.2222222222222,41.14683151245117,2.3429857889811196,2.285935084025065
2024-12-12 16:36:30.180,32-0.8.pkl,distil-small.en,3,False,True,1,0.4,309.5815182,99.55676396666667,141.94534443333333,37.4,45.13333333333333,2555.016199747721,5742.0,25725.0,319.0,1535.0,319.0,1429.1666666666667,43.18030293782552,2.462916056315104,2.3989057187680847
2024-12-12 16:36:46.443,32-0.8.pkl,distil-small.en,3,False,True,1,0.6,231.24957086666666,96.07632956666667,135.7405097333333,32.5,42.4,2443.329175313314,5742.0,25805.0,319.0,1540.0,319.0,1433.611111111111,46.095750172932945,2.625726064046224,2.560875009607386
