Date,Filename,model_type,beam_size,use_context,confidence_based,num_workers,confidence_limit,Max. chunk time,Min. chunk time,Avg. chunk time,Word Error Rate (WER),Word Information Loss (WIL),Total Transcription Time,Total GPU VRAM Usage,Total GPU Clock Speed,Peak GPU VRAM Usage,Peak GPU Clock Speed,Avg. GPU VRAM Usage,Avg. GPU Clock Speed,Total RAM Usage,Peak RAM Usage,Avg. RAM Usage,min_chunk_size,speech_threshold,avg_VADFilterTime,avg_chunkProcessTime,avg_chunkRoundTripTime,avg_frontendToBackendSendTime,avg_backendToFrontendSendTime,total_chunk_time,distance_wer,distance_wil,distance_combined
2024-12-13 11:07:24.833,16-0.8.pkl,distil-large-v3,3,False,True,1,0.8,436.4140034,305.8934212,335.0124425,14.7,20.5,12060.447931289673,32220.0,56565,895.0,1575,895.0,1571.25,138.60380935668945,3.956985473632813,3.850105815463596,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.1914397300837156,14.896053440109208,20.6410369916482,25.24559367493662
2024-12-13 11:09:50.530,16-0.8.pkl,distil-large-v3,3,False,True,4,0.8,478.8384438,319.0510273,344.7079659,14.7,20.5,12409.486770629885,33076.0,56670,919.0,1575,918.7777777777778,1574.1666666666667,133.12774276733398,3.7725791931152335,3.697992854648166,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.2011352534837156,14.897482888197214,20.642068607679047,25.24559367493662
2024-12-13 11:06:42.870,16-0.8.pkl,distil-large-v3,3,False,True,1,0.8,470.3652859,318.3410168,344.9758159,14.7,20.5,12419.129371643066,32220.0,56640,895.0,1575,895.0,1573.3333333333333,130.95547485351562,3.711612701416016,3.6376520792643223,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.2014031034837154,14.897522465968215,20.64209717117008,25.24559367493662
2024-12-13 11:07:04.005,16-0.8.pkl,distil-large-v3,3,False,True,1,0.8,464.9300575,319.8804855,345.4970519,14.7,20.5,12437.893867492676,32220.0,56700,895.0,1575,895.0,1575.0,134.61802291870117,3.912544250488281,3.739389525519477,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.2019243394837154,14.897599497798657,20.642152765562287,25.24559367493662
2024-12-13 11:10:33.198,16-0.8.pkl,distil-large-v3,3,False,True,4,0.8,471.050024,321.0103512,348.9095966,14.7,20.5,12560.745477676392,33076.0,56655,919.0,1575,918.7777777777778,1573.75,138.41518020629883,4.021213531494141,3.844866116841634,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.2053368841837155,14.898104267749677,20.64251706485285,25.24559367493662
2024-12-13 11:10:12.212,16-0.8.pkl,distil-large-v3,3,False,True,4,0.8,473.541975,322.0205307,350.1878182,14.7,20.5,12606.761455535889,33076.0,56625,919.0,1575,918.7777777777778,1572.9166666666667,138.02862548828125,3.976390838623047,3.83412848578559,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.2066151057837153,14.898293533994853,20.642653662382482,25.24559367493662
2024-12-13 11:26:54.064,16-0.8.pkl,distil-large-v3,5,False,True,4,0.8,473.038435,340.1384354,375.5451176,14.7,21.1,13519.62423324585,33076.0,56490,919.0,1575,918.7777777777778,1569.1666666666667,136.3441276550293,3.9197044372558594,3.787336879306369,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.2319724051837158,14.902070353393905,21.241273521554717,25.73518991575543
2024-12-13 11:27:15.545,16-0.8.pkl,distil-large-v3,5,False,True,4,0.8,488.4352684,332.2079182,373.7460838,14.7,21.1,13454.859018325806,33076.0,56550,919.0,1575,918.7777777777778,1570.8333333333333,137.69760131835938,3.9781227111816406,3.8249333699544272,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.2301733713837155,14.901801007476546,21.241084559561195,25.73518991575543
2024-12-13 11:23:40.132,16-0.8.pkl,distil-large-v3,5,False,True,1,0.8,466.6352272,334.5277309,370.6919882,14.7,21.1,13344.911575317385,32220.0,56685,895.0,1575,895.0,1574.5833333333333,136.13063430786133,3.923194885253906,3.781406508551704,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.2271192757837155,14.901344243677057,21.2407641168713,25.73518991575543
2024-12-13 11:24:02.084,16-0.8.pkl,distil-large-v3,5,False,True,1,0.8,442.5032139,323.0757713,369.1523671,14.7,21.1,13289.485216140749,32220.0,56670,895.0,1590,895.0,1574.1666666666667,136.3531723022461,4.011131286621094,3.787588119506836,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.2255796546837154,14.901114213351365,21.24060274096152,25.73518991575543
2024-12-13 11:27:36.656,16-0.8.pkl,distil-large-v3,5,False,True,4,0.8,491.9884205,332.1657181,368.2880534,14.7,21.1,13258.36992263794,33076.0,56715,919.0,1590,918.7777777777778,1575.4166666666667,137.40881729125977,3.975151062011719,3.8169115914238825,16,0.8,96.67000000178814,1725.3211764708162,34.43611111111111,33.62413533528646,0.8119757758246527,2.2247153409837157,14.90098514690919,21.240512195999614,25.73518991575543
